fouls_home,fouls_away,corners_home,corners_away,crosses_home,crosses_away,touches_home,touches_away,tackles_home,tackles_away,interceptions_home,interceptions_away,aerials_won_home,aerials_won_away,clearances_home,clearances_away,offsides_home,offsides_away,goal_kicks_home,goal_kicks_away,throw_ins_home,throw_ins_away,long_balls_home,long_balls_away,home_team,away_team,home_score,away_score,stadium,state,UF,matchweek,date,time,match_id
9,15,10,0,32,2,759,433,14,21,7,4,17,17,4,32,3,0,4,10,23,13,61,61,Grêmio,Flamengo,0,1,,,,33,2019-11-17,16:00,323
17,16,2,4,17,19,581,663,15,11,7,8,17,10,24,19,1,0,16,6,11,14,46,48,Bahia,Palmeiras,1,1,,,,33,2019-11-17,16:00,324
9,19,5,3,22,14,637,624,16,26,12,8,29,21,22,21,2,0,12,14,26,31,60,64,Corinthians,Internacional,0,0,,,,33,2019-11-17,18:00,325
,,,,,,3,0,,,,,,,,,,,,,,,,,Atl Paranaense,Botafogo (RJ),1,0,,,,33,2019-11-17,18:00,326
13,15,6,5,22,20,515,696,14,16,15,7,18,17,20,18,0,2,11,6,19,29,51,55,Chapecoense,Ceará,1,0,,,,33,2019-11-17,18:00,327
10,20,4,3,18,8,645,406,7,8,4,11,15,15,8,13,0,1,5,8,17,12,58,47,Fortaleza,CSA,3,0,,,,33,2019-11-17,19:00,328
22,16,3,16,25,32,559,587,13,14,10,7,20,25,28,23,3,1,8,8,25,13,62,49,Vasco da Gama,Goiás,1,1,,,,33,2019-11-18,19:30,329
14,20,17,2,52,17,791,437,9,17,9,13,27,20,12,53,0,0,7,11,25,19,42,50,Cruzeiro,Avaí,0,0,,,,33,2019-11-18,20:00,330
16,19,10,4,20,15,640,535,13,16,13,10,11,20,17,12,4,1,6,13,12,13,54,55,Santos,Cruzeiro,4,1,,,,34,2019-11-23,21:00,331
14,23,4,5,23,19,562,584,13,15,10,7,15,7,17,12,2,1,5,5,18,23,63,54,Goiás,Bahia,4,3,,,,34,2019-11-24,16:00,332
,,,,,,0,1,,,,,,,,,,,,,,,,,Atlético Mineiro,Atl Paranaense,0,1,,,,34,2019-11-24,16:00,333
14,14,4,4,21,9,564,791,21,19,9,8,16,12,13,15,1,1,0,12,23,16,37,83,Palmeiras,Grêmio,1,2,,,,34,2019-11-24,16:00,334
11,19,2,8,16,40,436,808,19,11,13,7,28,30,41,11,2,2,13,5,16,24,69,37,Botafogo (RJ),Corinthians,1,0,,,,34,2019-11-24,18:00,335
12,16,13,5,33,7,639,684,16,15,11,10,22,14,7,46,1,0,3,13,21,23,53,36,Ceará,São Paulo,1,1,,,,34,2019-11-24,19:00,336
16,13,9,3,41,13,723,545,14,12,8,7,20,10,12,32,0,2,6,12,19,10,40,82,Internacional,Fortaleza,2,2,,,,34,2019-11-24,19:00,337
11,15,4,4,12,12,694,574,20,19,23,14,18,20,11,15,0,0,7,10,22,31,45,52,Avaí,Chapecoense,0,1,,,,34,2019-11-24,19:00,338
15,14,5,3,19,11,542,790,20,15,9,10,9,11,13,20,1,2,7,9,16,20,42,36,CSA,Fluminense,0,1,,,,34,2019-11-25,20:00,339
22,24,11,3,32,7,805,456,12,16,14,8,35,23,10,32,3,2,6,16,24,20,67,59,Internacional,Goiás,1,2,,,,35,2019-11-27,19:30,340
12,18,5,2,39,12,595,467,11,22,15,11,17,18,8,34,0,0,11,21,26,15,36,58,Chapecoense,Botafogo (RJ),0,1,,,,35,2019-11-27,19:30,341
12,20,10,4,44,18,661,562,8,16,9,16,17,20,9,37,0,2,8,11,15,19,45,54,Bahia,Atlético Mineiro,1,1,,,,35,2019-11-27,21:00,342
13,10,13,3,35,14,760,490,12,23,2,8,16,14,12,39,0,1,4,14,23,13,36,60,Flamengo,Ceará,4,1,,,,35,2019-11-27,21:30,343
15,13,7,3,26,14,705,485,14,18,9,11,18,12,12,27,2,3,7,16,26,24,40,47,Corinthians,Avaí,3,0,,,,35,2019-11-27,21:30,344
0,1,,,,,4,0,,,,,,,,,,,,,,,,,Atl Paranaense,Grêmio,2,0,,,,35,2019-11-27,21:30,345
15,20,2,6,11,16,613,706,14,8,11,9,8,17,11,27,0,2,8,5,10,15,41,39,Fluminense,Palmeiras,1,0,,,,35,2019-11-28,19:30,346
16,17,5,8,15,23,396,584,10,14,5,6,12,14,28,15,1,3,11,6,13,17,52,43,Fortaleza,Santos,2,1,,,,35,2019-11-28,20:00,347
29,16,5,5,15,20,671,569,16,19,8,10,10,16,17,25,2,0,1,8,23,15,32,44,São Paulo,Vasco da Gama,1,0,,,,35,2019-11-28,20:30,348
9,16,9,1,38,2,749,416,13,20,7,14,24,21,7,54,1,2,3,14,41,12,31,68,Cruzeiro,CSA,0,1,,,,35,2019-11-28,21:30,349
8,14,5,9,19,27,555,635,12,17,8,5,15,20,23,16,3,1,6,6,23,14,60,45,Botafogo (RJ),Internacional,0,1,,,,36,2019-11-30,19:00,350
17,16,6,4,24,9,583,552,20,9,10,13,11,20,5,19,1,3,5,11,27,21,55,55,Ceará,Atl Paranaense,1,1,,,,36,2019-11-30,19:00,351
26,20,3,4,16,17,557,691,21,18,8,14,9,18,19,15,0,0,10,7,21,19,48,43,Avaí,Fluminense,1,1,,,,36,2019-12-01,16:00,352
11,15,14,6,49,8,620,517,16,20,4,9,13,31,5,54,2,1,6,16,23,5,49,66,Goiás,Fortaleza,1,2,,,,36,2019-12-01,16:00,353
18,21,3,6,18,9,591,691,10,14,8,5,10,7,10,25,4,1,3,6,22,17,56,73,Palmeiras,Flamengo,1,3,,,,36,2019-12-01,16:00,354
9,12,6,8,23,27,611,556,14,11,15,7,21,14,24,23,4,0,6,10,25,17,57,48,CSA,Bahia,1,2,,,,36,2019-12-01,18:00,355
15,8,7,5,19,24,456,591,15,14,6,7,24,26,22,23,2,3,10,7,18,30,52,43,Atlético Mineiro,Corinthians,2,1,,,,36,2019-12-01,18:00,356
15,16,1,5,12,13,538,677,14,10,9,6,14,15,9,12,0,1,7,10,19,17,65,33,Grêmio,São Paulo,3,0,,,,36,2019-12-01,19:00,357
18,19,3,2,19,11,666,398,19,17,8,11,9,10,7,19,2,0,3,13,21,12,48,41,Santos,Chapecoense,2,0,,,,36,2019-12-01,19:00,358
16,19,2,17,12,34,494,594,19,11,11,8,19,26,40,14,1,0,10,5,19,21,55,48,Vasco da Gama,Cruzeiro,1,0,,,,36,2019-12-02,20:00,359
16,9,6,3,20,10,511,533,12,12,8,14,16,13,10,20,3,5,10,6,26,17,48,66,Atl Paranaense,Santos,1,0,,,,37,2019-12-04,19:00,360
15,14,9,6,31,31,436,679,14,9,7,4,12,23,19,26,1,0,10,10,10,14,53,42,Ceará,Corinthians,0,1,,,,37,2019-12-04,19:30,361
11,10,11,8,13,21,576,611,10,8,6,1,14,13,16,27,2,1,6,13,13,16,44,40,Atlético Mineiro,Botafogo (RJ),2,0,,,,37,2019-12-04,19:30,362
21,13,2,5,15,11,642,544,23,14,7,8,16,11,6,14,1,1,5,14,19,24,41,46,Chapecoense,CSA,3,0,,,,37,2019-12-04,21:00,363
16,9,6,1,26,6,698,580,12,6,6,12,13,15,4,38,0,1,9,11,19,6,29,60,Fluminense,Fortaleza,0,0,,,,37,2019-12-04,21:30,364
19,19,8,2,19,16,567,696,14,19,9,5,13,19,20,16,3,1,6,5,20,22,43,54,São Paulo,Internacional,2,1,,,,37,2019-12-04,21:30,365
21,13,1,3,14,22,559,647,22,15,15,9,8,15,20,4,1,1,10,6,16,19,44,51,Palmeiras,Goiás,5,1,,,,37,2019-12-05,19:15,366
21,11,2,6,12,14,587,666,16,11,11,8,12,6,13,16,1,2,4,12,8,14,29,35,Bahia,Vasco da Gama,1,1,,,,37,2019-12-05,19:15,367
11,21,5,6,13,18,781,531,18,19,12,8,13,19,15,7,1,1,9,5,21,9,48,48,Grêmio,Cruzeiro,2,0,,,,37,2019-12-05,19:15,368
18,13,8,3,8,5,799,472,23,18,9,8,12,10,8,17,0,2,2,10,21,13,35,51,Flamengo,Avaí,6,1,,,,37,2019-12-05,20:00,369
21,14,3,5,20,13,730,559,14,28,8,13,25,9,15,25,0,2,5,15,25,18,48,48,Corinthians,Fluminense,1,2,,,,38,2019-12-08,16:00,370
21,8,7,4,27,14,512,600,17,14,11,7,20,12,10,23,1,2,3,11,25,18,40,42,Goiás,Grêmio,3,2,,,,38,2019-12-08,16:00,371
17,24,6,4,25,8,526,672,15,20,9,11,18,13,2,23,1,1,7,12,14,15,34,30,CSA,São Paulo,1,2,,,,38,2019-12-08,16:00,372
11,16,18,3,48,12,692,473,15,9,10,14,17,17,15,41,2,1,4,12,25,20,49,49,Internacional,Atlético Mineiro,2,1,,,,38,2019-12-08,16:00,373
12,19,3,6,13,22,578,537,11,13,8,3,16,15,30,16,0,2,7,14,11,22,51,41,Botafogo (RJ),Ceará,1,1,,,,38,2019-12-08,16:00,374
18,16,7,2,26,13,584,560,26,11,12,7,18,11,19,33,1,1,3,11,15,20,45,48,Vasco da Gama,Chapecoense,1,1,,,,38,2019-12-08,16:00,375
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,38,2019-12-08,16:00,376
11,11,4,3,17,13,675,550,17,17,7,16,8,14,12,17,1,2,7,9,16,16,42,61,Cruzeiro,Palmeiras,0,2,,,,38,2019-12-08,16:00,377
12,15,3,5,15,15,584,553,19,16,18,9,14,15,12,16,4,0,2,8,25,22,69,29,Santos,Flamengo,4,0,,,,38,2019-12-08,16:00,378
9,15,2,3,14,16,607,480,14,20,10,4,16,18,22,18,4,3,7,5,31,23,71,43,Fortaleza,Bahia,2,1,,,,38,2019-12-08,16:00,379
