Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
19.0,Sun,2019-09-15,11:00,Atl Paranaense,0–1,Avaí,13784.0,Estádio Joaquim Américo Guimarães,Felipe Fernandes de Lima,Match Report,
19.0,Sun,2019-09-15,16:00,Bahia,1–1,Fortaleza,38977.0,Itaipava Arena Fonte Nova,Wagner do Nascimento Magalhaes,Match Report,
19.0,Sun,2019-09-15,16:00,Grêmio,3–0,Goiás,35584.0,Arena do Grêmio,Savio Pereira,Match Report,
19.0,Sun,2019-09-15,16:00,Fluminense,1–0,Corinthians,15733.0,Estadio Jornalista Mário Filho,Jean Pierre Goncalves Lima,Match Report,
19.0,Sun,2019-09-15,19:00,São Paulo,1–1,CSA,29779.0,Estádio do Morumbi,Heber Roberto Lopes,Match Report,
,,,,,,,,,,,
20.0,Sat,2019-09-21,11:00,Botafogo (RJ),1–2,São Paulo,18471.0,Estádio Nilton Santos,Jean Pierre Goncalves Lima,Match Report,
20.0,Sat,2019-09-21,17:00,Cruzeiro,1–2,Flamengo,40333.0,Estádio Governador Magalhães Pinto,Raphael Claus,Match Report,
20.0,Sat,2019-09-21,19:00,Corinthians,2–1,Bahia,29569.0,Arena Corinthians,Dewson Fernando Freitas da Silva,Match Report,
20.0,Sat,2019-09-21,21:00,Santos,0–3,Grêmio,10898.0,Estádio Urbano Caldeira,Paulo Roberto Alves Júnior,Match Report,
20.0,Sun,2019-09-22,11:00,Internacional,1–0,Chapecoense,21349.0,Estádio José Pinheiro Borba,Diego Pombo Lopez,Match Report,
20.0,Sun,2019-09-22,16:00,Fortaleza,0–1,Palmeiras,34514.0,Estádio Castelão,Marcelo de Lima Henrique,Match Report,
20.0,Sun,2019-09-22,16:00,CSA,1–0,Ceará,10566.0,Estádio Rei Pelé,Ricardo Marques Ribeiro,Match Report,
20.0,Sun,2019-09-22,16:00,Vasco da Gama,1–1,Atl Paranaense,17427.0,Estádio Club de Regatas Vasco da Gama,Anderson Daronco,Match Report,
20.0,Sun,2019-09-22,19:00,Goiás,3–0,Fluminense,6806.0,Estádio de Hailé Pinheiro,Rafael Traci,Match Report,
20.0,Mon,2019-09-23,20:00,Avaí,1–0,Atlético Mineiro,7463.0,Estádio Aderbal Ramos da Silva,Caio Max Augusto Vieira,Match Report,
,,,,,,,,,,,
21.0,Wed,2019-09-25,19:30,Ceará,0–0,Cruzeiro,18595.0,Estádio Castelão,Braulio da Silva Machado,Match Report,
21.0,Wed,2019-09-25,21:30,Bahia,2–0,Botafogo (RJ),19656.0,Itaipava Arena Fonte Nova,Flavio Rodrigues De Souza,Match Report,
21.0,Wed,2019-09-25,21:30,São Paulo,0–1,Goiás,12505.0,Estádio do Morumbi,Bruno Arleu de Araujo,Match Report,
21.0,Wed,2019-09-25,21:30,Flamengo,3–1,Internacional,64548.0,Estadio Jornalista Mário Filho,Luiz Flávio de Oliveira,Match Report,
21.0,Thu,2019-09-26,19:15,Palmeiras,6–2,CSA,21537.0,Allianz Parque,Diego Pombo Lopez,Match Report,
21.0,Thu,2019-09-26,20:00,Grêmio,6–1,Avaí,14861.0,Arena do Grêmio,Rodolpho Toski Marques,Match Report,
21.0,Thu,2019-09-26,20:00,Fluminense,1–1,Santos,11032.0,Estadio Jornalista Mário Filho,Wilton Sampaio,Match Report,
21.0,Thu,2019-09-26,21:30,Atl Paranaense,4–1,Fortaleza,12080.0,Estádio Joaquim Américo Guimarães,Vinicius Gomes do Amaral,Match Report,
,,,,,,,,,,,
22.0,Sat,2019-09-28,19:00,Flamengo,0–0,São Paulo,67051.0,Estadio Jornalista Mário Filho,Rafael Traci,Match Report,
22.0,Sun,2019-09-29,11:00,Corinthians,1–0,Vasco da Gama,37091.0,Arena Corinthians,Ricardo Marques Ribeiro,Match Report,
22.0,Sun,2019-09-29,16:00,Santos,2–0,CSA,6615.0,Estádio Urbano Caldeira,Wagner do Nascimento Magalhaes,Match Report,
22.0,Sun,2019-09-29,16:00,Fluminense,2–1,Grêmio,17791.0,Estadio Jornalista Mário Filho,Caio Max Augusto Vieira,Match Report,
22.0,Sun,2019-09-29,16:00,Internacional,1–1,Palmeiras,20813.0,Estádio José Pinheiro Borba,Braulio da Silva Machado,Match Report,
22.0,Sun,2019-09-29,19:00,Atl Paranaense,1–1,Chapecoense,13669.0,Estádio Joaquim Américo Guimarães,Thiago Duarte Peixoto,Match Report,
22.0,Sun,2019-09-29,19:00,Atlético Mineiro,2–1,Ceará,6131.0,Estádio Raimundo Sampaio,Paulo Roberto Alves Júnior,Match Report,
22.0,Mon,2019-09-30,20:00,Avaí,0–2,Bahia,7052.0,Estádio Aderbal Ramos da Silva,Jean Pierre Goncalves Lima,Match Report,
22.0,Mon,2019-09-30,20:00,Goiás,1–0,Cruzeiro,24142.0,Estádio de Hailé Pinheiro,Gilberto Rodrigues Castro Junior,Match Report,
22.0,Mon,2019-09-30,20:00,Fortaleza,1–0,Botafogo (RJ),20884.0,Estádio Castelão,André Luiz de Freitas Castro,Match Report,
,,,,,,,,,,,
21.0,Wed,2019-10-02,19:15,Chapecoense,0–1,Corinthians,5036.0,Arena Condá,Daniel Nobre Bins,Match Report,
21.0,Wed,2019-10-02,19:15,Atlético Mineiro,1–2,Vasco da Gama,10485.0,Estádio Raimundo Sampaio,Heber Roberto Lopes,Match Report,
,,,,,,,,,,,
23.0,Sat,2019-10-05,17:00,São Paulo,2–1,Fortaleza,34962.0,Estádio do Morumbi,Diego Pombo Lopez,Match Report,
23.0,Sat,2019-10-05,17:00,Vasco da Gama,0–1,Santos,17083.0,Estádio Club de Regatas Vasco da Gama,Savio Pereira,Match Report,
23.0,Sat,2019-10-05,19:00,Bahia,1–2,Atl Paranaense,38096.0,Itaipava Arena Fonte Nova,Raphael Claus,Match Report,
23.0,Sat,2019-10-05,19:00,Grêmio,0–0,Corinthians,14596.0,Arena do Grêmio,Bruno Arleu de Araujo,Match Report,
23.0,Sat,2019-10-05,21:00,Cruzeiro,1–1,Internacional,22561.0,Estádio Governador Magalhães Pinto,Wagner do Nascimento Magalhaes,Match Report,
23.0,Sun,2019-10-06,11:00,Chapecoense,0–1,Flamengo,12152.0,Arena Condá,Vinicius Gonçalves Dias Araujo,Match Report,
23.0,Sun,2019-10-06,16:00,Palmeiras,1–1,Atlético Mineiro,32659.0,Allianz Parque,Rafael Traci,Match Report,
23.0,Sun,2019-10-06,16:00,Botafogo (RJ),0–1,Fluminense,12404.0,Estádio Nilton Santos,Rodolpho Toski Marques,Match Report,
23.0,Sun,2019-10-06,16:00,Ceará,0–1,Goiás,19071.0,Estádio Castelão,Jose Mendonca da Silva Junior,Match Report,
23.0,Sun,2019-10-06,19:00,CSA,3–1,Avaí,8346.0,Estádio Rei Pelé,Anderson Daronco,Match Report,
,,,,,,,,,,,
24.0,Wed,2019-10-09,19:15,Botafogo (RJ),3–1,Goiás,5574.0,Estádio Nilton Santos,Rodrigo D'Alonso Ferreira,Match Report,
24.0,Wed,2019-10-09,19:15,CSA,1–0,Internacional,9927.0,Estádio Rei Pelé,Vinicius Furlan,Match Report,
24.0,Wed,2019-10-09,20:30,Fortaleza,2–0,Chapecoense,25425.0,Estádio Castelão,Rodrigo Carvalhaes de Miranda,Match Report,
24.0,Wed,2019-10-09,21:00,Bahia,0–0,São Paulo,31726.0,Itaipava Arena Fonte Nova,Braulio da Silva Machado,Match Report,
24.0,Wed,2019-10-09,21:00,Grêmio,2–1,Ceará,6078.0,Arena do Grêmio,Edina Alves Batista,Match Report,
24.0,Wed,2019-10-09,21:30,Cruzeiro,0–0,Fluminense,38113.0,Estádio Governador Magalhães Pinto,Jean Pierre Goncalves Lima,Match Report,
24.0,Wed,2019-10-09,21:30,Santos,2–0,Palmeiras,11408.0,Estádio Urbano Caldeira,Flavio Rodrigues De Souza,Match Report,
24.0,Thu,2019-10-10,19:15,Corinthians,2–2,Atl Paranaense,22964.0,Arena Corinthians,André Luiz de Freitas Castro,Match Report,
24.0,Thu,2019-10-10,19:15,Avaí,0–0,Vasco da Gama,7401.0,Estádio Aderbal Ramos da Silva,Paulo Roberto Alves Júnior,Match Report,
24.0,Thu,2019-10-10,20:00,Flamengo,3–1,Atlético Mineiro,58788.0,Estadio Jornalista Mário Filho,Wilton Sampaio,Match Report,
,,,,,,,,,,,
25.0,Sat,2019-10-12,17:00,Goiás,1–0,CSA,8826.0,Estádio de Hailé Pinheiro,Felipe Fernandes de Lima,Match Report,
25.0,Sat,2019-10-12,19:00,Fluminense,2–0,Bahia,17637.0,Estadio Jornalista Mário Filho,Heber Roberto Lopes,Match Report,
25.0,Sat,2019-10-12,21:00,Palmeiras,1–0,Botafogo (RJ),21010.0,Allianz Parque,Anderson Daronco,Match Report,
25.0,Sun,2019-10-13,16:00,Ceará,1–0,Avaí,16892.0,Estádio Castelão,Marcelo de Lima Henrique,Match Report,
25.0,Sun,2019-10-13,16:00,Atl Paranaense,0–2,Flamengo,25473.0,Estádio Joaquim Américo Guimarães,Braulio da Silva Machado,Match Report,
25.0,Sun,2019-10-13,16:00,Vasco da Gama,1–0,Fortaleza,12285.0,Estádio Club de Regatas Vasco da Gama,Daniel Nobre Bins,Match Report,
25.0,Sun,2019-10-13,16:00,Internacional,0–0,Santos,12035.0,Estádio José Pinheiro Borba,Bruno Arleu de Araujo,Match Report,
25.0,Sun,2019-10-13,18:00,São Paulo,1–0,Corinthians,37561.0,Estádio do Morumbi,Raphael Claus,Match Report,
25.0,Sun,2019-10-13,19:00,Atlético Mineiro,1–4,Grêmio,12974.0,Estádio Raimundo Sampaio,Luiz Flávio de Oliveira,Match Report,
25.0,Sun,2019-10-13,19:00,Chapecoense,1–1,Cruzeiro,4399.0,Arena Condá,Caio Max Augusto Vieira,Match Report,
,,,,,,,,,,,
26.0,Wed,2019-10-16,19:15,CSA,2–2,Atlético Mineiro,13075.0,Estádio Rei Pelé,Savio Pereira,Match Report,
26.0,Wed,2019-10-16,19:15,Grêmio,0–1,Bahia,11757.0,Arena do Grêmio,Rodolpho Toski Marques,Match Report,
26.0,Wed,2019-10-16,20:00,Fortaleza,1–2,Flamengo,50101.0,Estádio Castelão,Paulo Roberto Alves Júnior,Match Report,
26.0,Wed,2019-10-16,21:00,Palmeiras,1–0,Chapecoense,22738.0,Allianz Parque,Vinicius Gomes do Amaral,Match Report,
26.0,Wed,2019-10-16,21:00,Cruzeiro,1–0,São Paulo,30969.0,Estádio Governador Magalhães Pinto,Wilton Sampaio,Match Report,
26.0,Wed,2019-10-16,21:30,Vasco da Gama,2–1,Botafogo (RJ),16604.0,Estádio Club de Regatas Vasco da Gama,Flavio Rodrigues De Souza,Match Report,
26.0,Wed,2019-10-16,21:30,Goiás,2–2,Corinthians,17577.0,Estádio de Hailé Pinheiro,Wagner do Nascimento Magalhaes,Match Report,
26.0,Thu,2019-10-17,19:15,Avaí,0–2,Internacional,6377.0,Estádio Aderbal Ramos da Silva,Thiago Duarte Peixoto,Match Report,
26.0,Thu,2019-10-17,19:15,Santos,2–1,Ceará,7804.0,Estádio Urbano Caldeira,Rafael Traci,Match Report,
26.0,Thu,2019-10-17,21:00,Fluminense,1–2,Atl Paranaense,16109.0,Estadio Jornalista Mário Filho,Rodrigo D'Alonso Ferreira,Match Report,
,,,,,,,,,,,
27.0,Sat,2019-10-19,17:00,Fortaleza,2–1,Grêmio,26801.0,Estádio Castelão,André Luiz de Freitas Castro,Match Report,
27.0,Sat,2019-10-19,19:00,Corinthians,1–2,Cruzeiro,31631.0,Arena Corinthians,Bruno Arleu de Araujo,Match Report,
27.0,Sun,2019-10-20,17:00,São Paulo,1–0,Avaí,20763.0,Estádio do Morumbi,Dewson Fernando Freitas da Silva,Match Report,
27.0,Sun,2019-10-20,17:00,Internacional,0–1,Vasco da Gama,24435.0,Estádio José Pinheiro Borba,Vinicius Gonçalves Dias Araujo,Match Report,
27.0,Sun,2019-10-20,17:00,Atlético Mineiro,2–0,Santos,21771.0,Estádio Raimundo Sampaio,Caio Max Augusto Vieira,Match Report,
27.0,Sun,2019-10-20,19:00,Flamengo,2–0,Fluminense,52279.0,Estadio Jornalista Mário Filho,Anderson Daronco,Match Report,
27.0,Sun,2019-10-20,19:00,Chapecoense,2–2,Goiás,4042.0,Arena Condá,Gilberto Rodrigues Castro Junior,Match Report,
27.0,Sun,2019-10-20,19:00,Atl Paranaense,1–1,Palmeiras,18732.0,Estádio Joaquim Américo Guimarães,Ricardo Marques Ribeiro,Match Report,
27.0,Mon,2019-10-21,19:30,Bahia,1–2,Ceará,28415.0,Itaipava Arena Fonte Nova,Luiz Flávio de Oliveira,Match Report,
27.0,Mon,2019-10-21,20:00,Botafogo (RJ),2–1,CSA,18199.0,Estádio Nilton Santos,Leandro Pedro Vuaden,Match Report,
,,,,,,,,,,,
28.0,Sat,2019-10-26,17:00,Ceará,1–1,Vasco da Gama,35178.0,Estádio Castelão,Jean Pierre Goncalves Lima,Match Report,
28.0,Sat,2019-10-26,18:00,Corinthians,0–0,Santos,32142.0,Arena Corinthians,Luiz Flávio de Oliveira,Match Report,
28.0,Sat,2019-10-26,19:00,Bahia,2–3,Internacional,27542.0,Itaipava Arena Fonte Nova,Marcelo de Lima Henrique,Match Report,
28.0,Sat,2019-10-26,19:30,Fluminense,1–1,Chapecoense,18751.0,Estadio Jornalista Mário Filho,Savio Pereira,Match Report,
28.0,Sat,2019-10-26,22:00,Cruzeiro,1–1,Fortaleza,32268.0,Estádio Governador Magalhães Pinto,Raphael Claus,Match Report,
28.0,Sun,2019-10-27,17:00,Grêmio,3–0,Botafogo (RJ),7608.0,Arena do Grêmio,Rafael Traci,Match Report,
28.0,Sun,2019-10-27,17:00,Atl Paranaense,4–1,Goiás,10778.0,Estádio Joaquim Américo Guimarães,Flavio Rodrigues De Souza,Match Report,
28.0,Sun,2019-10-27,17:00,São Paulo,2–0,Atlético Mineiro,18815.0,Estádio do Morumbi,Bruno Arleu de Araujo,Match Report,
28.0,Sun,2019-10-27,19:00,Avaí,1–2,Palmeiras,8815.0,Estádio Aderbal Ramos da Silva,Wilton Sampaio,Match Report,
28.0,Sun,2019-10-27,20:00,Flamengo,1–0,CSA,69846.0,Estadio Jornalista Mário Filho,Rodolpho Toski Marques,Match Report,
,,,,,,,,,,,
29.0,Wed,2019-10-30,20:30,Avaí,1–3,Fortaleza,2949.0,Estádio Aderbal Ramos da Silva,Marcelo Aparecido Ribeiro De Souza,Match Report,
29.0,Wed,2019-10-30,20:30,Palmeiras,3–0,São Paulo,29481.0,Allianz Parque,Raphael Claus,Match Report,
29.0,Wed,2019-10-30,20:30,Atlético Mineiro,0–2,Chapecoense,19058.0,Estádio Raimundo Sampaio,Diego Pombo Lopez,Match Report,
29.0,Wed,2019-10-30,21:30,Vasco da Gama,1–3,Grêmio,15708.0,Estádio Club de Regatas Vasco da Gama,Wilton Sampaio,Match Report,
29.0,Wed,2019-10-30,21:30,Ceará,2–0,Fluminense,19660.0,Estádio Castelão,Leandro Pedro Vuaden,Match Report,
29.0,Wed,2019-10-30,21:30,CSA,2–1,Corinthians,15428.0,Estádio Rei Pelé,Rafael Traci,Match Report,
29.0,Thu,2019-10-31,20:15,Santos,1–0,Bahia,5634.0,Estádio Urbano Caldeira,Wagner do Nascimento Magalhaes,Match Report,
29.0,Thu,2019-10-31,20:00,Goiás,2–2,Flamengo,35170.0,Estádio de Hailé Pinheiro,Ricardo Marques Ribeiro,Match Report,
29.0,Thu,2019-10-31,21:30,Internacional,1–1,Atl Paranaense,18767.0,Estádio José Pinheiro Borba,André Luiz de Freitas Castro,Match Report,
29.0,Thu,2019-10-31,21:30,Botafogo (RJ),0–2,Cruzeiro,20690.0,Estádio Nilton Santos,Caio Max Augusto Vieira,Match Report,
,,,,,,,,,,,
30.0,Sat,2019-11-02,17:00,Fortaleza,2–2,Atlético Mineiro,31503.0,Estádio Castelão,Rodolpho Toski Marques,Match Report,
30.0,Sat,2019-11-02,20:00,Palmeiras,1–0,Ceará,29019.0,Allianz Parque,Felipe Fernandes de Lima,Match Report,
30.0,Sat,2019-11-02,20:00,Fluminense,0–0,Vasco da Gama,16056.0,Estadio Jornalista Mário Filho,Raphael Claus,Match Report,
30.0,Sat,2019-11-02,21:00,Chapecoense,0–3,São Paulo,14206.0,Arena Condá,Anderson Daronco,Match Report,
30.0,Sun,2019-11-03,17:00,Flamengo,4–1,Corinthians,64985.0,Estadio Jornalista Mário Filho,Jean Pierre Goncalves Lima,Match Report,
30.0,Sun,2019-11-03,19:00,Atl Paranaense,1–0,CSA,10681.0,Estádio Joaquim Américo Guimarães,Savio Pereira,Match Report,
30.0,Sun,2019-11-03,19:00,Grêmio,2–0,Internacional,40618.0,Arena do Grêmio,Flavio Rodrigues De Souza,Match Report,
30.0,Sun,2019-11-03,20:00,Cruzeiro,1–1,Bahia,21933.0,Estádio Governador Magalhães Pinto,Wagner Reway,Match Report,
30.0,Sun,2019-11-03,20:00,Santos,4–1,Botafogo (RJ),7524.0,Estádio Urbano Caldeira,Rodrigo D'Alonso Ferreira,Match Report,
30.0,Sun,2019-11-03,20:30,Goiás,2–0,Avaí,8914.0,Estádio de Hailé Pinheiro,Vinicius Gonçalves Dias Araujo,Match Report,
,,,,,,,,,,,
31.0,Wed,2019-11-06,20:30,Corinthians,3–2,Fortaleza,22453.0,Arena Corinthians,Caio Max Augusto Vieira,Match Report,
31.0,Wed,2019-11-06,20:00,Atlético Mineiro,2–0,Goiás,38937.0,Estádio Raimundo Sampaio,Thiago Duarte Peixoto,Match Report,
31.0,Wed,2019-11-06,21:00,Avaí,1–2,Santos,4820.0,Estádio Aderbal Ramos da Silva,Marcelo de Lima Henrique,Match Report,
31.0,Wed,2019-11-06,21:30,Bahia,1–1,Chapecoense,16836.0,Itaipava Arena Fonte Nova,Vinicius Furlan,Match Report,
31.0,Wed,2019-11-06,21:30,Atl Paranaense,0–0,Cruzeiro,11838.0,Estádio Joaquim Américo Guimarães,Luiz Flávio de Oliveira,Match Report,
31.0,Wed,2019-11-06,21:30,Vasco da Gama,1–2,Palmeiras,8492.0,Estádio Club de Regatas Vasco da Gama,Rafael Traci,Match Report,
31.0,Thu,2019-11-07,19:30,Ceará,2–0,Internacional,19966.0,Estádio Castelão,Wilton Sampaio,Match Report,
31.0,Thu,2019-11-07,20:30,São Paulo,0–2,Fluminense,17650.0,Estádio do Morumbi,Daniel Nobre Bins,Match Report,
31.0,Thu,2019-11-07,20:00,Botafogo (RJ),0–1,Flamengo,20958.0,Estádio Nilton Santos,Leandro Pedro Vuaden,Match Report,
31.0,Thu,2019-11-07,21:00,Grêmio,2–1,CSA,11334.0,Arena do Grêmio,Jose Mendonca da Silva Junior,Match Report,
,,,,,,,,,,,
32.0,Sat,2019-11-09,18:00,Goiás,0–3,Santos,13226.0,Estádio de Hailé Pinheiro,Bruno Arleu de Araujo,Match Report,
32.0,Sat,2019-11-09,20:00,Palmeiras,1–1,Corinthians,36290.0,Allianz Parque,Vinicius Gonçalves Dias Araujo,Match Report,
32.0,Sun,2019-11-10,17:00,Internacional,2–1,Fluminense,11781.0,Estádio José Pinheiro Borba,Rodolpho Toski Marques,Match Report,
32.0,Sun,2019-11-10,17:00,São Paulo,0–1,Atl Paranaense,13795.0,Estádio do Morumbi,Wagner do Nascimento Magalhaes,Match Report,
32.0,Sun,2019-11-10,17:00,Cruzeiro,0–0,Atlético Mineiro,43205.0,Estádio Governador Magalhães Pinto,Jean Pierre Goncalves Lima,Match Report,
32.0,Sun,2019-11-10,19:00,Flamengo,3–1,Bahia,65930.0,Estadio Jornalista Mário Filho,Caio Max Augusto Vieira,Match Report,
32.0,Sun,2019-11-10,19:00,Fortaleza,1–0,Ceará,46093.0,Estádio Castelão,Flavio Rodrigues De Souza,Match Report,
32.0,Sun,2019-11-10,19:00,CSA,0–3,Vasco da Gama,14690.0,Estádio Rei Pelé,Rodrigo D'Alonso Ferreira,Match Report,
32.0,Sun,2019-11-10,20:00,Chapecoense,0–1,Grêmio,13335.0,Arena Condá,Marcelo de Lima Henrique,Match Report,
32.0,Mon,2019-11-11,20:00,Botafogo (RJ),2–0,Avaí,19075.0,Estádio Nilton Santos,Savio Pereira,Match Report,
,,,,,,,,,,,
34.0,Wed,2019-11-13,21:30,Flamengo,4–4,Vasco da Gama,52757.0,Estadio Jornalista Mário Filho,Wilton Sampaio,Match Report,
,,,,,,,,,,,
33.0,Sat,2019-11-16,17:00,Santos,1–1,São Paulo,14062.0,Estádio Urbano Caldeira,Flavio Rodrigues De Souza,Match Report,
33.0,Sat,2019-11-16,19:00,Fluminense,1–1,Atlético Mineiro,24405.0,Estadio Jornalista Mário Filho,Leandro Pedro Vuaden,Match Report,
33.0,Sun,2019-11-17,16:00,Grêmio,0–1,Flamengo,28541.0,Arena do Grêmio,Raphael Claus,Match Report,
33.0,Sun,2019-11-17,16:00,Bahia,1–1,Palmeiras,23194.0,Itaipava Arena Fonte Nova,Bruno Arleu de Araujo,Match Report,
33.0,Sun,2019-11-17,18:00,Corinthians,0–0,Internacional,29159.0,Arena Corinthians,Marcelo de Lima Henrique,Match Report,
33.0,Sun,2019-11-17,18:00,Atl Paranaense,1–0,Botafogo (RJ),17027.0,Estádio Joaquim Américo Guimarães,Braulio da Silva Machado,Match Report,
33.0,Sun,2019-11-17,18:00,Chapecoense,1–0,Ceará,3431.0,Arena Condá,Rodolpho Toski Marques,Match Report,
33.0,Sun,2019-11-17,19:00,Fortaleza,3–0,CSA,34231.0,Estádio Castelão,Anderson Daronco,Match Report,
33.0,Mon,2019-11-18,19:30,Vasco da Gama,1–1,Goiás,18620.0,Estádio Club de Regatas Vasco da Gama,Paulo Roberto Alves Júnior,Match Report,
33.0,Mon,2019-11-18,20:00,Cruzeiro,0–0,Avaí,21217.0,Estádio Governador Magalhães Pinto,Diego Pombo Lopez,Match Report,
,,,,,,,,,,,
34.0,Sat,2019-11-23,21:00,Santos,4–1,Cruzeiro,7905.0,Estádio Urbano Caldeira,Leandro Pedro Vuaden,Match Report,
34.0,Sun,2019-11-24,16:00,Goiás,4–3,Bahia,10259.0,Estádio de Hailé Pinheiro,Ricardo Marques Ribeiro,Match Report,
34.0,Sun,2019-11-24,16:00,Atlético Mineiro,0–1,Atl Paranaense,34432.0,Estádio Raimundo Sampaio,Edina Alves Batista,Match Report,
34.0,Sun,2019-11-24,16:00,Palmeiras,1–2,Grêmio,22767.0,Allianz Parque,Wilton Sampaio,Match Report,
34.0,Sun,2019-11-24,18:00,Botafogo (RJ),1–0,Corinthians,22558.0,Estádio Nilton Santos,André Luiz de Freitas Castro,Match Report,
34.0,Sun,2019-11-24,19:00,Ceará,1–1,São Paulo,29001.0,Estádio Castelão,Rafael Traci,Match Report,
34.0,Sun,2019-11-24,19:00,Internacional,2–2,Fortaleza,26012.0,Estádio José Pinheiro Borba,Jose Mendonca da Silva Junior,Match Report,
34.0,Sun,2019-11-24,19:00,Avaí,0–1,Chapecoense,2316.0,Estádio Aderbal Ramos da Silva,Raphael Claus,Match Report,
34.0,Mon,2019-11-25,20:00,CSA,0–1,Fluminense,8916.0,Estádio Rei Pelé,Luiz Flávio de Oliveira,Match Report,
,,,,,,,,,,,
35.0,Wed,2019-11-27,19:30,Internacional,1–2,Goiás,19331.0,Estádio José Pinheiro Borba,Caio Max Augusto Vieira,Match Report,
35.0,Wed,2019-11-27,19:30,Chapecoense,0–1,Botafogo (RJ),3582.0,Arena Condá,Anderson Daronco,Match Report,
35.0,Wed,2019-11-27,21:00,Bahia,1–1,Atlético Mineiro,12759.0,Itaipava Arena Fonte Nova,Thiago Duarte Peixoto,Match Report,
35.0,Wed,2019-11-27,21:30,Flamengo,4–1,Ceará,67539.0,Estadio Jornalista Mário Filho,Paulo Roberto Alves Júnior,Match Report,
35.0,Wed,2019-11-27,21:30,Corinthians,3–0,Avaí,17441.0,Arena Corinthians,Wagner do Nascimento Magalhaes,Match Report,
35.0,Wed,2019-11-27,21:30,Atl Paranaense,2–0,Grêmio,20974.0,Estádio Joaquim Américo Guimarães,Bruno Arleu de Araujo,Match Report,
35.0,Thu,2019-11-28,19:30,Fluminense,1–0,Palmeiras,30947.0,Estadio Jornalista Mário Filho,Leandro Pedro Vuaden,Match Report,
35.0,Thu,2019-11-28,20:00,Fortaleza,2–1,Santos,33925.0,Estádio Castelão,Diego Pombo Lopez,Match Report,
35.0,Thu,2019-11-28,20:30,São Paulo,1–0,Vasco da Gama,11970.0,Estádio do Morumbi,Savio Pereira,Match Report,
35.0,Thu,2019-11-28,21:30,Cruzeiro,0–1,CSA,34920.0,Estádio Governador Magalhães Pinto,Vinicius Gonçalves Dias Araujo,Match Report,
,,,,,,,,,,,
36.0,Sat,2019-11-30,19:00,Botafogo (RJ),0–1,Internacional,30956.0,Estádio Nilton Santos,Rodolpho Toski Marques,Match Report,
36.0,Sat,2019-11-30,19:00,Ceará,1–1,Atl Paranaense,24262.0,Estádio Castelão,Marcelo Aparecido Ribeiro De Souza,Match Report,
36.0,Sun,2019-12-01,16:00,Avaí,1–1,Fluminense,3237.0,Estádio Aderbal Ramos da Silva,Daniel Nobre Bins,Match Report,
36.0,Sun,2019-12-01,16:00,Goiás,1–2,Fortaleza,27284.0,Estádio de Hailé Pinheiro,Dewson Fernando Freitas da Silva,Match Report,
36.0,Sun,2019-12-01,16:00,Palmeiras,1–3,Flamengo,22219.0,Allianz Parque,Ricardo Marques Ribeiro,Match Report,
36.0,Sun,2019-12-01,18:00,CSA,1–2,Bahia,7371.0,Estádio Rei Pelé,Vinicius Furlan,Match Report,
36.0,Sun,2019-12-01,18:00,Atlético Mineiro,2–1,Corinthians,18062.0,Estádio Raimundo Sampaio,Paulo Roberto Alves Júnior,Match Report,
36.0,Sun,2019-12-01,19:00,Grêmio,3–0,São Paulo,22039.0,Arena do Grêmio,Marcelo de Lima Henrique,Match Report,
36.0,Sun,2019-12-01,19:00,Santos,2–0,Chapecoense,6961.0,Estádio Urbano Caldeira,Marielson Alves Silva,Match Report,
36.0,Mon,2019-12-02,20:00,Vasco da Gama,1–0,Cruzeiro,19796.0,Estádio Club de Regatas Vasco da Gama,Wilton Sampaio,Match Report,
,,,,,,,,,,,
37.0,Wed,2019-12-04,19:00,Atl Paranaense,1–0,Santos,29746.0,Estádio Joaquim Américo Guimarães,Anderson Daronco,Match Report,
37.0,Wed,2019-12-04,19:30,Ceará,0–1,Corinthians,49200.0,Estádio Castelão,Rafael Traci,Match Report,
37.0,Wed,2019-12-04,19:30,Atlético Mineiro,2–0,Botafogo (RJ),27924.0,Estádio Raimundo Sampaio,Leandro Pedro Vuaden,Match Report,
37.0,Wed,2019-12-04,21:00,Chapecoense,3–0,CSA,2411.0,Arena Condá,Alexandre Vargas Tavares de Jesus,Match Report,
37.0,Wed,2019-12-04,21:30,Fluminense,0–0,Fortaleza,39965.0,Estadio Jornalista Mário Filho,Raphael Claus,Match Report,
37.0,Wed,2019-12-04,21:30,São Paulo,2–1,Internacional,30822.0,Estádio do Morumbi,Braulio da Silva Machado,Match Report,
37.0,Thu,2019-12-05,19:15,Palmeiras,5–1,Goiás,6779.0,Allianz Parque,Bruno Arleu de Araujo,Match Report,
37.0,Thu,2019-12-05,19:15,Bahia,1–1,Vasco da Gama,25148.0,Itaipava Arena Fonte Nova,Felipe Fernandes de Lima,Match Report,
37.0,Thu,2019-12-05,19:15,Grêmio,2–0,Cruzeiro,18306.0,Arena do Grêmio,André Luiz de Freitas Castro,Match Report,
37.0,Thu,2019-12-05,20:00,Flamengo,6–1,Avaí,64648.0,Estadio Jornalista Mário Filho,Jefferson Ferreira de Moraes,Match Report,
,,,,,,,,,,,
38.0,Sun,2019-12-08,16:00,Corinthians,1–2,Fluminense,36316.0,Arena Corinthians,Rodrigo D'Alonso Ferreira,Match Report,
