player,shirt_number,nation,position,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,fouls_commited,fouls_drawn,offsides,crosses,tackles_on,interceptions,own_goals,penalty_kicks_won,penalty_kicks_conceded,team,match_id
Pedro Geromel,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,,,Grêmio,31
Leonardo Gomes,6.0,br BRA,RB,90.0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,,,Grêmio,31
Paulo Victor Vidotti,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,31
Mauro Boselli,17.0,ar ARG,FW,45.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,,,Corinthians,31
Vágner Love,9.0,br BRA,FW,45.0,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,,,Corinthians,31
Clayson,25.0,br BRA,LW,90.0,0,0,0,0,0,0,0,0,1,2,0,1,3,1,0,,,Corinthians,31
Junior Sornoza,7.0,ec ECU,AM,80.0,0,0,0,0,3,0,0,0,1,2,0,3,2,0,0,,,Corinthians,31
Régis,20.0,br BRA,MF,10.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,,Corinthians,31
Ramiro Benetti,28.0,br BRA,AM,68.0,0,0,0,0,0,0,1,0,5,2,0,2,1,1,0,,,Corinthians,31
Júnior Urso,30.0,br BRA,MF,22.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,Corinthians,31
Mateus Vital,22.0,br BRA,RW,90.0,0,0,0,0,2,0,1,0,1,4,0,2,0,1,0,,,Corinthians,31
Ralf,15.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,2,2,0,0,4,3,0,,,Corinthians,31
Danilo Avelar,35.0,br BRA,LB,90.0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0,,,Corinthians,31
Henrique,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Corinthians,31
Manoel,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,Corinthians,31
Fagner,23.0,br BRA,RB,90.0,0,0,0,0,1,0,0,0,1,2,0,1,0,1,0,,,Corinthians,31
Cássio,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Corinthians,31
Ricardo Bueno,99.0,br BRA,FW,45.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,,,Ceará,32
Roger,9.0,br BRA,FW,45.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,Ceará,32
Fernando Sobral,11.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,1,2,0,2,2,0,0,,,Ceará,32
Ricardo Dias Acosta,8.0,br BRA,AM,90.0,0,1,0,0,2,1,0,0,0,0,0,7,0,1,0,,,Ceará,32
Chico,30.0,br BRA,AM,60.0,0,0,0,0,0,0,0,0,4,2,0,6,1,0,0,,,Ceará,32
Leandro Carvalho,82.0,br BRA,"FW,MF",30.0,0,0,0,0,1,0,0,0,1,3,0,2,1,0,0,,,Ceará,32
Auremir,18.0,br BRA,DM,70.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,,,Ceará,32
Thiago Galhardo,89.0,br BRA,"FW,MF",20.0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,,,Ceará,32
Fábio Gonçalves,19.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,,,Ceará,32
João Lucas Cardoso,6.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,2,1,0,7,2,1,0,,,Ceará,32
Luiz Otávio,13.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,,,Ceará,32
Tiago Alves,36.0,br BRA,CB,90.0,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,,,Ceará,32
Samuel Xavier,22.0,br BRA,RB,90.0,0,0,0,0,3,0,0,0,1,5,0,4,0,1,0,,,Ceará,32
Diogo Silva,12.0,br BRA,GK,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Ceará,32
Edinho Campos,5.0,br BRA,MF,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Ceará,32
Kayke Rodrigues,77.0,br BRA,FW,60.0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,,,Goiás,32
Júnior Brandão,9.0,br BRA,FW,30.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,Goiás,32
Michael,11.0,br BRA,AM,90.0,0,0,0,0,3,3,0,0,1,0,2,5,0,2,0,,,Goiás,32
Marlone,10.0,br BRA,AM,63.0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,,,Goiás,32
Yago,6.0,br BRA,MF,27.0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,,,Goiás,32
Leandro Barcia,30.0,uy URU,AM,90.0,1,0,0,0,3,1,0,0,4,2,0,1,1,0,0,,,Goiás,32
Léo Sena,20.0,br BRA,DM,72.0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,0,,,Goiás,32
Renatinho,7.0,br BRA,MF,18.0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,,,Goiás,32
Geovane,5.0,br BRA,DM,90.0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,,,Goiás,32
Jefferson,13.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,3,3,1,1,3,1,0,,,Goiás,32
Yago,33.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,,,Goiás,32
David Duarte,3.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,,,Goiás,32
Daniel Guedes,15.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,1,0,7,0,1,0,,,Goiás,32
Tadeu,23.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Goiás,32
Everaldo Stum,77.0,br BRA,FW,90.0,0,0,0,0,4,1,0,0,0,1,0,2,1,0,0,,,Chapecoense,33
Alan Ruschel,28.0,br BRA,AM,57.0,0,0,0,0,0,0,1,0,2,2,0,1,0,1,0,,,Chapecoense,33
Elicarlos,86.0,br BRA,MF,33.0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,,,Chapecoense,33
Renato,19.0,br BRA,AM,77.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,Chapecoense,33
Rildo,7.0,br BRA,"FW,MF",13.0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,0,,,Chapecoense,33
Régis Tosatti,83.0,br BRA,AM,57.0,0,0,0,0,4,3,0,0,0,1,1,1,0,0,0,,,Chapecoense,33
Arthur,27.0,br BRA,"FW,MF",33.0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,Chapecoense,33
Augusto César Moreira,20.0,br BRA,DM,90.0,0,0,0,0,2,0,0,0,2,1,0,0,1,2,0,,,Chapecoense,33
Márcio Araújo,8.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,,,Chapecoense,33
Bruno Pacheco,6.0,br BRA,LB,90.0,0,1,0,0,0,0,1,0,1,6,0,7,4,1,0,,,Chapecoense,33
Douglas,23.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,,,Chapecoense,33
Gum,3.0,br BRA,CB,90.0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,,,Chapecoense,33
Bryan,31.0,br BRA,RB,90.0,0,0,0,0,1,1,1,0,1,2,0,1,2,1,0,,,Chapecoense,33
Tiepo,98.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Chapecoense,33
Lincoln,29.0,br BRA,FW,90.0,1,0,0,0,5,4,0,0,2,3,0,0,1,0,0,,,Flamengo,33
Vitinho,11.0,br BRA,AM,72.0,1,0,0,0,3,1,0,0,2,1,0,1,0,0,0,,,Flamengo,33
Bruno Henrique,27.0,br BRA,"FW,MF",18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Flamengo,33
Diego,10.0,br BRA,AM,83.0,0,0,0,1,5,2,1,0,2,2,0,4,0,0,0,,,Flamengo,33
Everton Ribeiro,7.0,br BRA,MF,7.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,Flamengo,33
Orlando Berrío,28.0,co COL,AM,83.0,0,0,0,0,1,0,0,0,4,0,0,2,6,0,0,,,Flamengo,33
Bill,59.0,br BRA,FW,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Flamengo,33
Robert Piris Da Motta,25.0,py PAR,DM,90.0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,Flamengo,33
Ronaldo,16.0,br BRA,DM,90.0,0,1,0,0,2,0,1,0,3,0,0,0,2,0,0,,,Flamengo,33
Miguel Trauco,13.0,pe PER,LB,90.0,0,1,0,0,1,0,0,0,1,0,0,7,1,0,0,,,Flamengo,33
Rodrigo Caio,3.0,br BRA,CB,90.0,0,0,0,0,2,0,0,0,1,2,0,0,1,1,0,,,Flamengo,33
Thuler,26.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,,Flamengo,33
Rodinei,2.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,0,,,Flamengo,33
Diego Alves,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Flamengo,33
Maxi López,11.0,ar ARG,FW,90.0,0,0,0,0,2,1,1,0,1,4,1,0,0,0,0,,,Vasco da Gama,34
Marrony,38.0,br BRA,FW,90.0,0,0,0,0,3,1,0,0,1,1,2,0,0,3,0,,,Vasco da Gama,34
Rossi,7.0,br BRA,FW,69.0,0,0,0,0,2,0,1,0,0,0,0,2,2,1,0,,,Vasco da Gama,34
Valdívia,17.0,br BRA,MF,21.0,0,0,0,0,1,1,0,0,1,2,0,2,1,0,0,,,Vasco da Gama,34
Danilo Barcelos,14.0,br BRA,LM,85.0,0,0,0,0,1,1,2,1,3,0,1,10,0,1,0,,,Vasco da Gama,34
Lucas Mineiro,18.0,br BRA,CM,90.0,0,0,0,0,1,0,0,0,1,3,0,0,4,0,0,,,Vasco da Gama,34
Raul,31.0,br BRA,CM,45.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,Vasco da Gama,34
Bruno César,10.0,br BRA,"FW,MF",45.0,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,,,Vasco da Gama,34
Yago Pikachu,22.0,br BRA,RM,90.0,0,0,0,0,1,0,0,0,0,2,0,4,0,1,0,,,Vasco da Gama,34
Ricardo,36.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,2,1,0,0,2,4,0,,,Vasco da Gama,34
Bruno Silva,29.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,Vasco da Gama,34
Luiz Gustavo,13.0,br BRA,CB,45.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,Vasco da Gama,34
Andrey Ramos do Nascimento,15.0,br BRA,MF,45.0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0,,,Vasco da Gama,34
Sidão,44.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Vasco da Gama,34
Yeferson Soteldo,10.0,ve VEN,FW,90.0,1,0,0,0,4,2,0,0,1,0,1,1,2,1,0,,,Santos,34
Eduardo Sasha,27.0,br BRA,FW,58.0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,,,Santos,34
Jean Mota,41.0,br BRA,"DF,MF",32.0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,,,Santos,34
Rodrygo,11.0,br BRA,FW,90.0,1,2,0,0,4,2,0,0,0,1,0,2,1,2,0,,,Santos,34
Jean Lucas,30.0,br BRA,CM,55.0,0,0,0,0,1,0,1,0,2,0,0,1,0,3,0,,,Santos,34
Alison,5.0,br BRA,MF,35.0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,,,Santos,34
Diego Pituca,21.0,br BRA,CM,77.0,1,0,0,0,2,1,0,0,2,0,0,0,1,1,0,,,Santos,34
Derlis González,17.0,py PAR,"FW,MF",13.0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,,,Santos,34
Carlos Sánchez,7.0,uy URU,CM,90.0,0,0,0,0,6,1,0,0,1,1,0,7,0,0,0,,,Santos,34
Jorge,3.0,br BRA,LB,90.0,0,1,0,0,3,2,0,0,1,1,0,3,3,4,0,,,Santos,34
Gustavo Henrique,6.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,,,Santos,34
Lucas Veríssimo,28.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,5,0,0,0,1,3,0,,,Santos,34
Victor Ferraz,4.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,,,Santos,34
Vanderlei,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Santos,34
Fred,9.0,br BRA,FW,78.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,Cruzeiro,35
Sassá,99.0,br BRA,FW,12.0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,,,Cruzeiro,35
Pedro Rocha Neves,32.0,br BRA,AM,66.0,0,0,0,0,0,0,0,0,1,1,0,4,2,1,0,,,Cruzeiro,35
Rodriguinho Marinho,23.0,br BRA,MF,24.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,,Cruzeiro,35
Thiago Neves,10.0,br BRA,AM,90.0,0,1,0,0,3,1,0,0,1,1,0,0,0,0,0,,,Cruzeiro,35
Jadson,27.0,br BRA,AM,66.0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,,,Cruzeiro,35
David,11.0,br BRA,"FW,MF",24.0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,,,Cruzeiro,35
Lucas Silva,16.0,br BRA,DM,90.0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,,,Cruzeiro,35
Lucas Romero,29.0,ar ARG,DM,90.0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,,,Cruzeiro,35
Dodô,18.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,0,,,Cruzeiro,35
Léo,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,Cruzeiro,35
Dedé,26.0,br BRA,CB,90.0,1,0,0,0,1,1,0,0,1,1,0,0,2,1,0,,,Cruzeiro,35
Edílson Mendes,2.0,br BRA,RB,89.0,0,0,0,0,3,0,0,1,3,1,0,3,2,1,0,,,Cruzeiro,35
Fábio,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Cruzeiro,35
Nicolás López,7.0,uy URU,FW,90.0,0,0,0,0,2,0,0,0,0,3,0,3,1,0,0,,,Internacional,35
Paolo Guerrero,9.0,pe PER,FW,83.0,1,0,0,0,5,2,0,0,1,1,0,0,0,0,0,,,Internacional,35
Martín Sarrafiore,29.0,ar ARG,FW,7.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Internacional,35
Andrés D'Alessandro,10.0,ar ARG,FW,74.0,0,0,0,1,4,1,0,0,0,1,0,2,0,0,0,,,Internacional,35
Rafael Sóbis,23.0,br BRA,"FW,MF",16.0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,,,Internacional,35
Nonato,33.0,br BRA,CM,69.0,1,0,0,0,1,1,0,0,4,1,0,0,1,2,0,,,Internacional,35
Guilherme Parede,77.0,br BRA,"FW,MF",21.0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,,,Internacional,35
Rodrigo Lindoso,19.0,br BRA,CM,90.0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,0,,,Internacional,35
Edenílson,8.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,,,Internacional,35
Iago,28.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,1,1,0,2,0,1,0,,,Internacional,35
Víctor Cuesta,15.0,ar ARG,CB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,,,Internacional,35
Rodrigo Moledo,4.0,br BRA,CB,90.0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,,,Internacional,35
Zeca,37.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,2,0,0,3,1,1,0,,,Internacional,35
Marcelo Lomba,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Internacional,35
Diogo Barbosa,6.0,br BRA,DF,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Palmeiras,36
Deyverson,16.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Dudu,7.0,br BRA,"FW,MF",88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Felipe Pires,27.0,br BRA,"FW,MF",2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Luan Garcia,13.0,br BRA,DF,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Gustavo Gómez,15.0,py PAR,DF,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Bruno Henrique,19.0,br BRA,MF,90.0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Felipe Melo,30.0,br BRA,MF,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Palmeiras,36
Zé Rafael,8.0,br BRA,MF,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Hyoran,28.0,br BRA,MF,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Marcos Rocha,2.0,br BRA,DF,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Raphael Veiga,23.0,br BRA,MF,68.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Palmeiras,36
Moisés Magalhães,10.0,br BRA,MF,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Wéverton,21.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,36
Yimmi Chará,8.0,co COL,"FW,MF",90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Elías,7.0,br BRA,MF,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Geuvânio,49.0,br BRA,"FW,MF",75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Vinícius,29.0,br BRA,MF,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Guga,98.0,br BRA,"DF,MF",90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Victor Leandro Bagy,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Luan,27.0,br BRA,"FW,MF",90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Ricardo Oliveira,9.0,br BRA,FW,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Alerrandro,44.0,br BRA,FW,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Igor Rabello,16.0,br BRA,DF,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Réver,4.0,br BRA,DF,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Fábio Santos,6.0,br BRA,DF,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Adílson Warken,21.0,br BRA,MF,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Nathan,23.0,br BRA,MF,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,Atlético Mineiro,36
Fernandão,20.0,br BRA,FW,73.0,0,0,0,0,4,2,0,0,0,1,1,0,0,0,0,,,Bahia,37
Gilberto,9.0,br BRA,FW,17.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,Bahia,37
Rogério,90.0,br BRA,AM,62.0,0,0,0,0,3,2,0,0,0,4,1,0,0,0,0,,,Bahia,37
Élber,7.0,br BRA,"FW,MF",28.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Bahia,37
Eric Ramires,10.0,br BRA,AM,62.0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,,,Bahia,37
Shaylon,27.0,br BRA,MF,28.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,,Bahia,37
Artur,98.0,br BRA,AM,90.0,0,0,0,0,1,0,0,0,1,1,0,4,1,0,0,,,Bahia,37
Douglas,18.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,4,0,0,1,1,1,0,,,Bahia,37
Gregore de Magalhães da Silva,26.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,7,1,0,1,3,3,0,,,Bahia,37
Paulinho,16.0,br BRA,LB,90.0,0,0,0,0,1,0,1,0,1,0,0,4,2,2,0,,,Bahia,37
Lucas Fonseca,28.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,,,Bahia,37
Ernando,14.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Bahia,37
Nino Paraíba,2.0,br BRA,RB,90.0,0,0,0,0,1,0,1,0,1,5,0,3,2,1,0,,,Bahia,37
Douglas Friedrich,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bahia,37
Marco Ruben,9.0,ar ARG,FW,90.0,0,0,0,0,3,2,0,0,0,1,1,0,0,0,0,,,Atl Paranaense,37
Rony,7.0,br BRA,LW,64.0,1,0,0,0,3,1,0,0,2,1,0,1,1,1,0,,,Atl Paranaense,37
Marcelo Cirino,10.0,br BRA,"FW,MF",26.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Atl Paranaense,37
Bruno Guimarães,39.0,br BRA,AM,90.0,0,0,0,0,2,1,0,0,1,4,0,5,1,2,0,,,Atl Paranaense,37
Léo Cittadini,18.0,br BRA,AM,69.0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,,,Atl Paranaense,37
Lucho González,3.0,ar ARG,MF,21.0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,0,,,Atl Paranaense,37
Nikão,11.0,br BRA,RW,90.0,0,0,0,0,4,3,0,0,0,3,0,6,0,2,0,,,Atl Paranaense,37
Wellington Martins,5.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,,,Atl Paranaense,37
Renan Lodi,12.0,br BRA,LB,81.0,0,0,0,0,0,0,1,0,3,1,2,3,1,1,0,,,Atl Paranaense,37
Márcio Azevedo,6.0,br BRA,DF,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Atl Paranaense,37
Léo Pereira,4.0,br BRA,CB,90.0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,,,Atl Paranaense,37
Paulo André,13.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Atl Paranaense,37
Erick,26.0,br BRA,RB,90.0,0,0,0,0,0,0,1,0,3,0,0,1,0,3,0,,,Atl Paranaense,37
Santos,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Atl Paranaense,37
Cassiano,20.0,br BRA,FW,80.0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,,,CSA,38
Victor Paraíba,16.0,br BRA,MF,10.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,CSA,38
Matheus Sávio,10.0,br BRA,AM,68.0,0,0,0,0,1,1,0,0,0,2,0,1,2,0,0,,,CSA,38
Robinho,11.0,br BRA,MF,22.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,CSA,38
Madson,7.0,br BRA,AM,58.0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,,,CSA,38
Maranhão,25.0,br BRA,"FW,MF",32.0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,,,CSA,38
Didira,19.0,br BRA,AM,90.0,0,0,0,0,1,0,0,0,0,1,0,0,4,2,0,,,CSA,38
Nílton,9.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,2,2,0,1,1,2,0,,,CSA,38
Naldo,5.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,0,,,CSA,38
Pablo Armero,27.0,co COL,LB,90.0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,,,CSA,38
Luciano Castán,4.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,,,CSA,38
Gerson,13.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,CSA,38
Celsinho,22.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,,,CSA,38
Jordi Almeida,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,38
Getúlio,99.0,br BRA,FW,64.0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,,,Avaí,38
Jones Carioca,8.0,br BRA,MF,26.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Avaí,38
Daniel Amorim,28.0,br BRA,FW,90.0,0,0,0,0,3,0,0,0,1,4,1,0,0,0,0,,,Avaí,38
João Paulo,19.0,br BRA,FW,90.0,0,0,0,0,5,1,0,0,2,3,0,13,0,0,0,,,Avaí,38
Luan Pereira,21.0,br BRA,CM,90.0,0,0,0,0,2,1,1,0,1,5,0,1,0,1,0,,,Avaí,38
Jonny Mosquera,5.0,co COL,CM,71.0,0,0,0,0,1,0,0,0,2,1,0,0,0,3,0,,,Avaí,38
André Moritz,30.0,br BRA,"FW,MF",19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Avaí,38
Pedro Castro,7.0,br BRA,CM,90.0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,,,Avaí,38
Igor,23.0,br BRA,LB,90.0,0,0,0,0,2,0,0,0,2,0,1,9,0,4,0,,,Avaí,38
Ricardo Thalheimer,14.0,br BRA,CB,90.0,0,0,0,0,2,0,0,0,2,1,2,0,1,3,0,,,Avaí,38
Betão,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,,,Avaí,38
Iury,22.0,br BRA,RB,45.0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,,,Avaí,38
Lourenço,97.0,br BRA,FW,45.0,0,0,0,0,2,2,0,0,0,1,0,5,0,0,0,,,Avaí,38
Vladimir,89.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Avaí,38
Éverton,22.0,br BRA,FW,84.0,0,0,0,0,0,0,0,0,4,2,0,1,1,1,0,,,São Paulo,39
Igor Gomes,26.0,br BRA,MF,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,São Paulo,39
