fouls,corners,crosses,touches,tackles,interceptions,aerials_won,clearances,offsides,goal_kicks,throw_ins,long_balls,score,team,match_id,result,stadium,state,UF,matchweek,date,time,assists_sum_defense,penalty_kicks_made_sum_defense,penalty_kicks_attempted_sum_defense,shots_sum_defense,shots_on_target_sum_defense,yellow_cards_sum_defense,red_cards_sum_defense,fouls_commited_sum_defense,fouls_drawn_sum_defense,offsides_sum_defense,crosses_sum_defense,tackles_on_sum_defense,interceptions_sum_defense,own_goals_sum_defense,penalty_kicks_won_sum_defense,penalty_kicks_conceded_sum_defense,assists_mean_defense,penalty_kicks_made_mean_defense,penalty_kicks_attempted_mean_defense,shots_mean_defense,shots_on_target_mean_defense,yellow_cards_mean_defense,red_cards_mean_defense,fouls_commited_mean_defense,fouls_drawn_mean_defense,offsides_mean_defense,crosses_mean_defense,tackles_on_mean_defense,interceptions_mean_defense,own_goals_mean_defense,penalty_kicks_won_mean_defense,penalty_kicks_conceded_mean_defense,assists_sum_mid,penalty_kicks_made_sum_mid,penalty_kicks_attempted_sum_mid,shots_sum_mid,shots_on_target_sum_mid,yellow_cards_sum_mid,red_cards_sum_mid,fouls_commited_sum_mid,fouls_drawn_sum_mid,offsides_sum_mid,crosses_sum_mid,tackles_on_sum_mid,interceptions_sum_mid,own_goals_sum_mid,penalty_kicks_won_sum_mid,penalty_kicks_conceded_sum_mid,assists_mean_mid,penalty_kicks_made_mean_mid,penalty_kicks_attempted_mean_mid,shots_mean_mid,shots_on_target_mean_mid,yellow_cards_mean_mid,red_cards_mean_mid,fouls_commited_mean_mid,fouls_drawn_mean_mid,offsides_mean_mid,crosses_mean_mid,tackles_on_mean_mid,interceptions_mean_mid,own_goals_mean_mid,penalty_kicks_won_mean_mid,penalty_kicks_conceded_mean_mid,assists_sum_attack,penalty_kicks_made_sum_attack,penalty_kicks_attempted_sum_attack,shots_sum_attack,shots_on_target_sum_attack,yellow_cards_sum_attack,red_cards_sum_attack,fouls_commited_sum_attack,fouls_drawn_sum_attack,offsides_sum_attack,crosses_sum_attack,tackles_on_sum_attack,interceptions_sum_attack,own_goals_sum_attack,penalty_kicks_won_sum_attack,penalty_kicks_conceded_sum_attack,assists_mean_attack,penalty_kicks_made_mean_attack,penalty_kicks_attempted_mean_attack,shots_mean_attack,shots_on_target_mean_attack,yellow_cards_mean_attack,red_cards_mean_attack,fouls_commited_mean_attack,fouls_drawn_mean_attack,offsides_mean_attack,crosses_mean_attack,tackles_on_mean_attack,interceptions_mean_attack,own_goals_mean_attack,penalty_kicks_won_mean_attack,penalty_kicks_conceded_mean_attack
22.0,6.0,28.0,769,12.0,8.0,12.0,13.0,0.0,7.0,27.0,61.0,1,Atl Paranaense,25,L,Estádio Urbano Caldeira,Santos,SP,3,2020-08-16,19:45,0,0,0,3,1,0,0,7,2,0,13,4,8,0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1.4,0.4,0.0,2.6,0.8,1.6,0.0,,,0,0,0,4,1,1,0,10,0,0,6,3,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.2,0.0,2.0,0.0,0.0,1.2,0.6,0.0,0.0,,,0,0,0,6,0,0,0,5,7,0,9,1,0,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,1.4,0.0,1.8,0.2,0.0,0.0,,
17.0,1.0,11.0,755,12.0,18.0,13.0,4.0,1.0,7.0,20.0,49.0,1,Flamengo,26,D,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,4,2020-08-19,19:15,0,0,0,1,0,2,0,4,7,0,4,3,9,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.8,1.4,0.0,0.8,0.6,1.8,0.0,,,0,0,0,3,1,0,0,8,10,0,7,2,9,0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1.6,2.0,0.0,1.4,0.4,1.8,0.0,,,0,1,1,4,2,1,0,5,2,1,0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,,
20.0,2.0,7.0,531,15.0,11.0,8.0,10.0,3.0,8.0,14.0,52.0,1,Grêmio,26,D,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,4,2020-08-19,19:15,0,0,0,0,0,2,0,9,3,1,4,4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.8,0.6,0.2,0.8,0.8,2.0,0.0,,,0,0,0,6,0,0,0,6,5,1,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,0.7142857142857143,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,,,1,0,0,4,2,1,0,5,8,1,1,5,1,0,0.0,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667,2.6666666666666665,0.3333333333333333,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,,
19.0,6.0,24.0,645,19.0,16.0,18.0,12.0,2.0,9.0,25.0,50.0,2,Bragantino,27,W,Estádio Nabi Abi Chedid,Bragança Paulista,,4,2020-08-19,19:15,0,0,0,1,0,1,0,10,4,1,8,6,10,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,2.0,0.8,0.2,1.6,1.2,2.0,0.0,,,0,0,0,6,3,3,0,4,4,0,6,1,3,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.16666666666666666,0.5,0.0,,,1,0,0,6,1,1,0,5,7,1,10,1,3,0,0.0,0.0,0.25,0.0,0.0,1.5,0.25,0.25,0.0,1.25,1.75,0.25,2.5,0.25,0.75,0.0,,
14.0,4.0,19.0,629,15.0,7.0,10.0,20.0,0.0,7.0,33.0,38.0,1,Fluminense,27,L,Estádio Nabi Abi Chedid,Bragança Paulista,,4,2020-08-19,19:15,1,0,0,2,1,1,0,4,3,0,7,5,5,0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.25,0.0,1.0,0.75,0.0,1.75,1.25,1.25,0.0,,,0,0,0,6,2,3,0,9,9,0,10,5,3,0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,0.42857142857142855,0.0,1.2857142857142858,1.2857142857142858,0.0,1.4285714285714286,0.7142857142857143,0.42857142857142855,0.0,,,0,0,0,1,1,1,0,2,8,0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,2.6666666666666665,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,
20.0,5.0,18.0,633,14.0,5.0,18.0,16.0,0.0,6.0,33.0,83.0,0,Atl Paranaense,28,L,Estádio Joaquim Américo Guimarães,Curitiba,PR,4,2020-08-19,19:30,0,0,0,1,0,2,0,10,3,0,12,4,2,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,2.5,0.75,0.0,3.0,1.0,0.5,0.0,,,0,0,0,2,0,1,0,5,6,0,4,2,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,1.25,1.5,0.0,1.0,0.5,0.75,0.0,,,0,0,0,3,0,2,0,5,10,0,2,3,1,0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.2857142857142857,0.0,0.7142857142857143,1.4285714285714286,0.0,0.2857142857142857,0.42857142857142855,0.14285714285714285,0.0,,
19.0,7.0,23.0,534,18.0,4.0,14.0,19.0,2.0,8.0,27.0,65.0,1,Palmeiras,28,W,Estádio Joaquim Américo Guimarães,Curitiba,PR,4,2020-08-19,19:30,0,0,0,2,0,0,0,7,3,0,4,5,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.75,0.75,0.0,1.0,1.25,1.0,0.0,,,0,0,0,7,3,0,0,11,13,3,20,7,0,0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.3333333333333333,0.0,0.0,1.2222222222222223,1.4444444444444444,0.3333333333333333,2.2222222222222223,0.7777777777777778,0.0,0.0,,,0,0,0,1,0,0,0,2,3,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.5,0.0,0.0,,
19.0,4.0,20.0,609,8.0,11.0,12.0,10.0,1.0,8.0,24.0,70.0,3,Internacional,29,W,Estádio José Pinheiro Borba,Porto Alegre,,4,2020-08-19,20:30,0,0,0,0,0,1,0,6,6,0,6,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.2,1.2,0.0,1.2,0.4,1.0,0.0,,,0,0,0,6,1,1,0,6,5,1,4,3,5,0,0.0,0.0,0.0,0.0,0.0,1.2,0.2,0.2,0.0,1.2,1.0,0.2,0.8,0.6,1.0,0.0,,,1,1,1,5,4,0,1,8,6,0,10,1,1,0,0.0,0.0,0.25,0.25,0.25,1.25,1.0,0.0,0.25,2.0,1.5,0.0,2.5,0.25,0.25,0.0,,
17.0,3.0,15.0,484,14.0,18.0,17.0,12.0,2.0,8.0,21.0,46.0,0,Atl Goianiense,29,L,Estádio José Pinheiro Borba,Porto Alegre,,4,2020-08-19,20:30,0,0,0,0,0,1,0,6,4,0,1,4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.5,1.0,0.0,0.25,1.0,2.5,0.0,,,0,0,0,4,0,0,0,4,8,1,7,7,6,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,1.6,0.2,1.4,1.4,1.2,0.0,,,0,0,0,4,2,1,0,7,5,2,7,1,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.2,0.0,1.4,1.0,0.4,1.4,0.2,0.4,0.0,,
16.0,2.0,14.0,509,24.0,13.0,16.0,12.0,3.0,5.0,19.0,57.0,1,Goiás,30,L,Estádio de Hailé Pinheiro,Goiás,,4,2020-08-19,20:30,0,0,0,7,4,1,0,3,3,0,3,9,5,0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.6666666666666666,0.16666666666666666,0.0,0.5,0.5,0.0,0.5,1.5,0.8333333333333334,0.0,,,0,0,0,5,1,3,0,8,6,2,5,6,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.6,0.0,1.6,1.2,0.4,1.0,1.2,1.0,0.0,,,0,0,0,2,0,0,0,5,6,1,6,3,3,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.25,1.5,0.25,1.5,0.75,0.75,0.0,,
15.0,6.0,11.0,554,21.0,11.0,11.0,15.0,2.0,9.0,22.0,64.0,3,Fortaleza,30,W,Estádio de Hailé Pinheiro,Goiás,,4,2020-08-19,20:30,1,0,0,2,1,2,0,9,5,0,1,5,6,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,1.5,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,1.0,0.0,,,2,0,0,9,1,0,0,4,7,1,10,8,4,0,0.0,0.0,0.2857142857142857,0.0,0.0,1.2857142857142858,0.14285714285714285,0.0,0.0,0.5714285714285714,1.0,0.14285714285714285,1.4285714285714286,1.1428571428571428,0.5714285714285714,0.0,,,0,0,0,2,1,0,0,2,2,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,0.5,0.0,,
15.0,10.0,32.0,758,15.0,17.0,20.0,6.0,0.0,8.0,13.0,42.0,3,Corinthians,31,W,Arena Corinthians,São Paulo,SP,4,2020-08-19,21:30,1,0,0,4,2,1,0,7,2,0,23,2,8,0,0.0,0.0,0.2,0.0,0.0,0.8,0.4,0.2,0.0,1.4,0.4,0.0,4.6,0.4,1.6,0.0,,,2,0,0,11,5,1,0,8,5,0,8,9,9,0,0.0,0.0,0.25,0.0,0.0,1.375,0.625,0.125,0.0,1.0,0.625,0.0,1.0,1.125,1.125,0.0,,,0,0,1,8,6,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.5,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,,
7.0,0.0,8.0,529,8.0,5.0,6.0,20.0,3.0,16.0,26.0,50.0,1,Coritiba,31,L,Arena Corinthians,São Paulo,SP,4,2020-08-19,21:30,1,0,0,0,0,1,0,2,4,2,7,2,2,0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.5,1.0,0.5,1.75,0.5,0.5,0.0,,,0,0,0,5,2,0,1,4,5,0,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.0,,,0,0,0,4,2,0,0,1,6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,2.0,0.3333333333333333,0.0,0.0,0.0,0.0,,
9.0,7.0,16.0,411,12.0,16.0,21.0,36.0,1.0,19.0,8.0,75.0,2,Botafogo (RJ),32,W,Estádio Nilton Santos,Rio de Janeiro,RJ,4,2020-08-19,21:30,0,0,0,2,0,2,0,4,2,0,9,2,10,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.5,0.3333333333333333,1.6666666666666667,0.0,,,0,0,0,7,5,0,0,1,3,0,7,3,5,0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.8333333333333334,0.0,0.0,0.16666666666666666,0.5,0.0,1.1666666666666667,0.5,0.8333333333333334,0.0,,,1,0,0,1,0,0,0,4,5,1,0,1,1,0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,,
10.0,16.0,33.0,817,18.0,9.0,18.0,14.0,2.0,5.0,22.0,31.0,1,Atlético Mineiro,32,L,Estádio Nilton Santos,Rio de Janeiro,RJ,4,2020-08-19,21:30,0,0,0,7,3,0,0,5,1,1,10,5,6,0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.5,0.0,0.0,0.8333333333333334,0.16666666666666666,0.16666666666666666,1.6666666666666667,0.8333333333333334,1.0,0.0,,,1,0,0,19,5,0,0,5,3,2,18,6,3,0,0.0,0.0,0.16666666666666666,0.0,0.0,3.1666666666666665,0.8333333333333334,0.0,0.0,0.8333333333333334,0.5,0.3333333333333333,3.0,1.0,0.5,0.0,,,0,0,0,5,1,0,0,0,2,1,5,0,0,0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.6666666666666667,0.0,0.0,0.0,,
23.0,4.0,21.0,503,8.0,7.0,14.0,9.0,1.0,12.0,16.0,45.0,0,Sport Recife,33,L,Estádio Adelmar da Costa Carvalho,Recife,PE,4,2020-08-20,19:15,0,0,0,2,0,2,0,12,6,0,16,2,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,2.4,1.2,0.0,3.2,0.4,0.8,0.0,,,0,0,0,7,3,2,0,9,9,0,4,4,3,0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,0.5,0.3333333333333333,0.0,1.5,1.5,0.0,0.6666666666666666,0.6666666666666666,0.5,0.0,,,0,0,0,3,2,0,0,2,2,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.5,0.5,0.5,0.75,0.0,0.0,0.0,,
17.0,5.0,15.0,700,18.0,9.0,10.0,15.0,1.0,6.0,16.0,68.0,1,Santos,33,W,Estádio Adelmar da Costa Carvalho,Recife,PE,4,2020-08-20,19:15,0,0,0,5,0,0,0,7,7,1,6,6,5,0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,1.1666666666666667,1.1666666666666667,0.16666666666666666,1.0,1.0,0.8333333333333334,0.0,,,1,0,0,4,1,1,0,4,5,0,5,4,5,0,0.0,0.0,0.2,0.0,0.0,0.8,0.2,0.2,0.0,0.8,1.0,0.0,1.0,0.8,1.0,0.0,,,0,0,0,7,4,1,0,6,8,1,4,2,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,0.25,0.0,1.5,2.0,0.25,1.0,0.5,0.0,0.0,,
14.0,5.0,37.0,816,13.0,5.0,19.0,8.0,4.0,8.0,24.0,34.0,1,São Paulo,34,D,Estádio do Morumbi,São Paulo,SP,4,2020-08-20,20:00,0,0,0,4,2,0,0,6,6,0,15,4,2,0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0,1.2,1.2,0.0,3.0,0.8,0.4,0.0,,,0,0,0,10,2,1,0,4,6,0,20,3,2,0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.3333333333333333,0.16666666666666666,0.0,0.6666666666666666,1.0,0.0,3.3333333333333335,0.5,0.3333333333333333,0.0,,,1,0,0,10,2,1,0,5,4,4,2,0,1,0,0.0,0.0,0.25,0.0,0.0,2.5,0.5,0.25,0.0,1.25,1.0,1.0,0.5,0.0,0.25,0.0,,
16.0,6.0,8.0,451,12.0,8.0,19.0,21.0,1.0,17.0,16.0,64.0,1,Bahia,34,D,Estádio do Morumbi,São Paulo,SP,4,2020-08-20,20:00,0,0,0,0,0,1,0,4,1,0,2,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.25,0.0,0.5,0.0,1.0,0.0,,,1,0,0,6,3,1,0,11,12,0,5,7,3,0,0.0,0.0,0.125,0.0,0.0,0.75,0.375,0.125,0.0,1.375,1.5,0.0,0.625,0.875,0.375,0.0,,,0,0,1,3,2,0,0,2,1,1,1,3,0,0,0.0,0.0,0.0,0.0,0.5,1.5,1.0,0.0,0.0,1.0,0.5,0.5,0.5,1.5,0.0,0.0,,
18.0,13.0,40.0,680,18.0,14.0,15.0,11.0,1.0,3.0,15.0,50.0,0,Ceará,35,L,Estádio Castelão,Fortaleza,CE,4,2020-08-20,20:00,0,0,0,2,0,1,0,9,3,1,10,5,5,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,2.25,0.75,0.25,2.5,1.25,1.25,0.0,,,0,0,0,5,1,0,0,4,5,0,14,7,7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.8,1.0,0.0,2.8,1.4,1.4,0.0,,,0,0,0,15,1,2,0,5,5,1,16,0,3,0,0.0,0.0,0.0,0.0,0.0,2.5,0.16666666666666666,0.3333333333333333,0.0,0.8333333333333334,0.8333333333333334,0.16666666666666666,2.6666666666666665,0.0,0.5,0.0,,
14.0,2.0,8.0,550,18.0,8.0,14.0,29.0,2.0,12.0,15.0,46.0,3,Vasco da Gama,35,W,Estádio Castelão,Fortaleza,CE,4,2020-08-20,20:00,1,0,0,1,1,2,0,6,6,0,2,4,4,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,1.0,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,,,1,0,0,1,1,1,0,5,9,0,5,6,3,0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,1.0,1.8,0.0,1.0,1.2,0.6,0.0,,,0,0,0,3,2,0,0,3,3,2,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.0,0.0,0.75,0.75,0.5,0.25,0.25,0.25,0.0,,
21.0,7.0,37.0,818,14.0,14.0,19.0,9.0,1.0,5.0,23.0,77.0,0,Atl Paranaense,36,L,Estádio Joaquim Américo Guimarães,Curitiba,PR,5,2020-08-22,16:00,0,0,0,2,1,2,0,7,0,0,21,3,8,1,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,1.4,0.0,0.0,4.2,0.6,1.6,0.2,,,0,0,0,6,2,2,0,10,5,0,4,4,4,0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.4,0.0,2.0,1.0,0.0,0.8,0.8,0.8,0.0,,,0,0,0,6,2,0,0,4,6,1,12,1,2,0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,0.0,0.8,1.2,0.2,2.4,0.2,0.4,0.0,,
12.0,2.0,11.0,532,16.0,14.0,14.0,24.0,2.0,10.0,22.0,44.0,1,Fluminense,36,W,Estádio Joaquim Américo Guimarães,Curitiba,PR,5,2020-08-22,16:00,0,0,0,2,2,1,0,6,4,1,5,5,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.0,1.5,1.0,0.25,1.25,1.25,1.5,0.0,,,0,0,0,7,2,1,0,5,13,1,4,5,7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.2857142857142857,0.14285714285714285,0.0,0.7142857142857143,1.8571428571428572,0.14285714285714285,0.5714285714285714,0.7142857142857143,1.0,0.0,,,0,0,0,2,0,1,0,1,4,0,2,1,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,2.0,0.0,1.0,0.5,0.5,0.0,,
20.0,2.0,9.0,495,18.0,12.0,18.0,29.0,3.0,10.0,16.0,85.0,1,Internacional,37,W,Estádio José Pinheiro Borba,Porto Alegre,,5,2020-08-22,19:00,0,0,0,0,0,0,0,6,3,0,2,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.6,0.0,0.4,0.6,0.8,0.0,,,1,0,0,5,3,1,0,12,12,3,7,4,8,0,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,0.5,0.16666666666666666,0.0,2.0,2.0,0.5,1.1666666666666667,0.6666666666666666,1.3333333333333333,0.0,,,0,0,0,1,1,0,0,2,5,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,1.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,,
21.0,5.0,16.0,820,11.0,16.0,24.0,9.0,1.0,3.0,22.0,61.0,0,Atlético Mineiro,37,L,Estádio José Pinheiro Borba,Porto Alegre,,5,2020-08-22,19:00,0,0,0,2,0,1,0,3,2,0,0,2,11,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.0,0.0,0.6666666666666666,3.6666666666666665,0.0,,,0,0,0,7,1,1,0,14,11,0,13,6,5,0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.14285714285714285,0.0,2.0,1.5714285714285714,0.0,1.8571428571428572,0.8571428571428571,0.7142857142857143,0.0,,,0,0,0,2,0,0,0,4,7,1,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.8,1.4,0.2,0.6,0.2,0.0,0.0,,
26.0,3.0,13.0,493,25.0,24.0,20.0,30.0,5.0,13.0,20.0,75.0,2,Goiás,38,W,Estádio de Hailé Pinheiro,Goiás,,5,2020-08-22,21:00,0,0,0,0,0,2,0,6,3,1,7,5,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.2,0.6,0.2,1.4,1.0,2.2,0.0,,,0,0,0,2,1,2,0,9,3,1,3,4,8,0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.5,0.0,2.25,0.75,0.25,0.75,1.0,2.0,0.0,,,0,0,0,4,1,1,0,11,11,4,3,4,5,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.8333333333333333,1.8333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.8333333333333334,0.0,,
19.0,11.0,30.0,736,13.0,8.0,24.0,11.0,2.0,6.0,29.0,56.0,0,Atl Goianiense,38,L,Estádio de Hailé Pinheiro,Goiás,,5,2020-08-22,21:00,0,0,0,3,2,2,0,7,6,0,16,3,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.3333333333333333,0.0,1.1666666666666667,1.0,0.0,2.6666666666666665,0.5,0.6666666666666666,0.0,,,0,0,0,11,2,0,0,11,19,0,14,3,4,0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.3333333333333333,0.0,0.0,1.8333333333333333,3.1666666666666665,0.0,2.3333333333333335,0.5,0.6666666666666666,0.0,,,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,,
15.0,5.0,26.0,825,9.0,12.0,17.0,13.0,0.0,6.0,20.0,36.0,1,Flamengo,39,D,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,5,2020-08-23,11:00,0,0,0,3,1,2,0,8,4,0,9,4,7,0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.4,0.0,1.6,0.8,0.0,1.8,0.8,1.4,0.0,,,0,0,0,2,0,1,0,5,8,0,9,3,4,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,1.0,1.6,0.0,1.8,0.6,0.8,0.0,,,0,1,1,10,4,0,0,2,5,0,8,1,1,0,0.0,0.0,0.0,0.25,0.25,2.5,1.0,0.0,0.0,0.5,1.25,0.0,2.0,0.25,0.25,0.0,,
17.0,4.0,14.0,494,14.0,20.0,5.0,29.0,2.0,5.0,18.0,57.0,1,Botafogo (RJ),39,D,Estadio Jornalista Mário Filho,Rio de Janeiro,RJ,5,2020-08-23,11:00,0,0,0,1,0,2,0,7,3,0,9,6,12,0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,1.0,0.42857142857142855,0.0,1.2857142857142858,0.8571428571428571,1.7142857142857142,0.0,,,0,0,0,3,0,1,0,10,6,1,5,2,7,0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,2.0,1.2,0.2,1.0,0.4,1.4,0.0,,,0,0,0,3,1,0,0,1,5,1,0,2,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,,
21.0,5.0,16.0,525,5.0,12.0,23.0,16.0,4.0,9.0,12.0,58.0,2,Palmeiras,40,W,Allianz Parque,São Paulo,SP,5,2020-08-23,16:00,0,0,0,2,0,0,0,5,3,0,6,3,8,0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.6,0.0,1.2,0.6,1.6,0.0,,,0,0,0,13,3,4,0,12,9,3,9,1,3,1,0.0,0.0,0.0,0.0,0.0,1.625,0.375,0.5,0.0,1.5,1.125,0.375,1.125,0.125,0.375,0.125,,,1,1,1,3,2,1,0,4,1,1,1,0,1,0,0.0,0.0,0.5,0.5,0.5,1.5,1.0,0.5,0.0,2.0,0.5,0.5,0.5,0.0,0.5,0.0,,
